code,ym,T,propensity,in_support
6901028138536,202605,0.0,0.5606239013298873,True
6901028138536,202606,0.0,0.44566820056197903,True
6901028141147,202502,0.0,0.6868748478263074,True
6901028141147,202503,0.0,0.5440355865266072,True
6901028141147,202504,0.0,0.2387768555516849,True
6901028141147,202505,0.0,0.3046602997207796,True
6901028141147,202506,0.0,0.4911866624683203,True
6901028141147,202507,0.0,0.6262643910202617,True
6901028141147,202508,0.0,0.2640272901898014,True
6901028141147,202509,0.0,0.2149273330044393,True
6901028141147,202510,0.0,0.22187034895317764,True
6901028141147,202602,0.0,0.5583176324167685,True
6901028143448,202606,1.0,0.6018085167436648,True
6901028143554,202503,0.0,0.3788624481685041,True
6901028143554,202504,0.0,0.4079268046455757,True
6901028143554,202509,0.0,0.28943523072256827,True
6901028143554,202510,0.0,0.15606726567854892,True
6901028143554,202511,0.0,0.30799299959621307,True
6901028143554,202512,0.0,0.42443581238076283,True
6901028143554,202601,0.0,0.5049604855422668,True
6901028143554,202602,0.0,0.38861935754943716,True
6901028143554,202603,0.0,0.29559960807971036,True
6901028143554,202604,0.0,0.2675247039264677,True
6901028143554,202605,1.0,0.42950646090668476,True
6901028143554,202606,0.0,0.3655987095512344,True
6901028145077,202502,0.0,0.47378053927735175,True
6901028145077,202504,1.0,0.5498916696834104,True
6901028145077,202506,0.0,0.5583962502354296,True
6901028145077,202508,1.0,0.623831802741799,True
6901028145077,202510,0.0,0.47224957401417306,True
6901028145077,202511,0.0,0.7814913938755621,True
6901028145077,202512,0.0,0.5150896127482413,True
6901028145077,202601,0.0,0.47711781820108423,True
6901028145077,202602,0.0,0.5260980092165404,True
6901028145077,202603,0.0,0.42681909877805196,True
6901028145077,202604,0.0,0.444677650322514,True
6901028145077,202605,0.0,0.523169835793712,True
6901028145077,202606,0.0,0.5688040317982349,True
6901028145473,202502,0.0,0.7798557397818249,True
6901028145473,202506,1.0,0.7919157431002162,True
6901028145473,202510,0.0,0.505809999211088,True
6901028149921,202604,0.0,0.21993900548527145,True
6901028149921,202605,0.0,0.3134311826218739,True
6901028151634,202502,0.0,0.5119043410895906,True
6901028151634,202503,0.0,0.48466165469770434,True
6901028151634,202504,0.0,0.38881629613077806,True
6901028151634,202505,0.0,0.4309778852929343,True
6901028151634,202506,0.0,0.31630717378292067,True
6901028151634,202507,1.0,0.45074533595598043,True
6901028151634,202508,0.0,0.4785332972986304,True
6901028151634,202509,0.0,0.3836015081211587,True
6901028151634,202510,0.0,0.23073083523377358,True
6901028151634,202511,0.0,0.4316314093141861,True
6901028151634,202512,0.0,0.35241901675938203,True
6901028151634,202601,0.0,0.5017744951417178,True
6901028151634,202602,0.0,0.49273379450753635,True
6901028151634,202603,0.0,0.24356034808886765,True
6901028151634,202604,0.0,0.40026206203287845,True
6901028151634,202605,0.0,0.4792332590702442,True
6901028151634,202606,0.0,0.5991421902838822,True
6901028155557,202502,0.0,0.5228850586032501,True
6901028155557,202503,0.0,0.3293371051102954,True
6901028155557,202504,0.0,0.3108154669921266,True
6901028155557,202505,0.0,0.3343253093486558,True
6901028155557,202506,0.0,0.4371225394481962,True
6901028155557,202507,0.0,0.44728725641043343,True
6901028155557,202508,0.0,0.2422755037300683,True
6901028155557,202509,0.0,0.24228397778059851,True
6901028155557,202510,0.0,0.25541043886966314,True
6901028155557,202511,0.0,0.3244841917161676,True
6901028155557,202512,0.0,0.3381480113827588,True
6901028155557,202604,0.0,0.23750818489004538,True
6901028155557,202605,0.0,0.35735184266091474,True
